"Station","Date & Time (Summer)","Temperature (°C)"
"Yotvata 01/1999-06/2025","27-04-2022 18:00","34.5"
"Yotvata 01/1999-06/2025","27-04-2022 21:00","29"
"Yotvata 01/1999-06/2025","28-04-2022 00:00","24.2"
"Yotvata 01/1999-06/2025","28-04-2022 03:00","22.6"
"Yotvata 01/1999-06/2025","28-04-2022 06:00","19.5"
"Yotvata 01/1999-06/2025","28-04-2022 09:00","23.3"
"Yotvata 01/1999-06/2025","28-04-2022 12:00","28.1"
"Yotvata 01/1999-06/2025","28-04-2022 15:00","32.4"
"Yotvata 01/1999-06/2025","28-04-2022 18:00","32.3"
"Yotvata 01/1999-06/2025","28-04-2022 21:00","27.8"
"Yotvata 01/1999-06/2025","29-04-2022 00:00","23"
"Yotvata 01/1999-06/2025","29-04-2022 03:00","19.5"
"Yotvata 01/1999-06/2025","29-04-2022 06:00","18.3"
"Yotvata 01/1999-06/2025","29-04-2022 09:00","25.2"
"Yotvata 01/1999-06/2025","29-04-2022 12:00","31.6"
"Yotvata 01/1999-06/2025","29-04-2022 15:00","36.4"
"Yotvata 01/1999-06/2025","29-04-2022 18:00","33.4"
"Yotvata 01/1999-06/2025","29-04-2022 21:00","29.4"
"Yotvata 01/1999-06/2025","30-04-2022 00:00","27.8"
"Yotvata 01/1999-06/2025","30-04-2022 03:00","26.6"
"Yotvata 01/1999-06/2025","30-04-2022 06:00","24.9"
"Yotvata 01/1999-06/2025","30-04-2022 09:00","31"
"Yotvata 01/1999-06/2025","30-04-2022 12:00","34.2"
"Yotvata 01/1999-06/2025","30-04-2022 15:00","35.5"
"Yotvata 01/1999-06/2025","30-04-2022 18:00","33.7"
"Yotvata 01/1999-06/2025","30-04-2022 21:00","28"
"Yotvata 01/1999-06/2025","01-05-2022 00:00","23.7"
"Yotvata 01/1999-06/2025","01-05-2022 03:00","20.6"
"Yotvata 01/1999-06/2025","01-05-2022 06:00","19.1"
"Yotvata 01/1999-06/2025","01-05-2022 09:00","23.5"
"Yotvata 01/1999-06/2025","01-05-2022 12:00","27.8"
"Yotvata 01/1999-06/2025","01-05-2022 15:00","31.9"
"Yotvata 01/1999-06/2025","01-05-2022 18:00","31.4"
"Yotvata 01/1999-06/2025","01-05-2022 21:00","27.6"
"Yotvata 01/1999-06/2025","02-05-2022 00:00","22.5"
"Yotvata 01/1999-06/2025","02-05-2022 03:00","18.3"
"Yotvata 01/1999-06/2025","02-05-2022 06:00","16.8"
"Yotvata 01/1999-06/2025","02-05-2022 09:00","23.3"
"Yotvata 01/1999-06/2025","02-05-2022 12:00","29.8"
"Yotvata 01/1999-06/2025","02-05-2022 15:00","34.3"
"Yotvata 01/1999-06/2025","02-05-2022 18:00","34.7"
"Yotvata 01/1999-06/2025","02-05-2022 21:00","29.1"
"Yotvata 01/1999-06/2025","03-05-2022 00:00","24.8"
"Yotvata 01/1999-06/2025","03-05-2022 03:00","20.9"
"Yotvata 01/1999-06/2025","03-05-2022 06:00","18.5"
"Yotvata 01/1999-06/2025","03-05-2022 09:00","24.9"
"Yotvata 01/1999-06/2025","03-05-2022 12:00","35.3"
"Yotvata 01/1999-06/2025","03-05-2022 15:00","36.2"
"Yotvata 01/1999-06/2025","03-05-2022 18:00","34.5"
"Yotvata 01/1999-06/2025","03-05-2022 21:00","29.7"
"Yotvata 01/1999-06/2025","04-05-2022 00:00","27.2"
"Yotvata 01/1999-06/2025","04-05-2022 03:00","25.4"
"Yotvata 01/1999-06/2025","04-05-2022 06:00","22.9"
"Yotvata 01/1999-06/2025","04-05-2022 09:00","25.8"
"Yotvata 01/1999-06/2025","04-05-2022 12:00","28.1"
"Yotvata 01/1999-06/2025","04-05-2022 15:00","30.6"
"Yotvata 01/1999-06/2025","04-05-2022 18:00","30"
"Yotvata 01/1999-06/2025","04-05-2022 21:00","24.8"
"Yotvata 01/1999-06/2025","05-05-2022 00:00","22.1"
"Yotvata 01/1999-06/2025","05-05-2022 03:00","18.8"
"Yotvata 01/1999-06/2025","05-05-2022 06:00","17.8"
"Yotvata 01/1999-06/2025","05-05-2022 09:00","20.2"
"Yotvata 01/1999-06/2025","05-05-2022 12:00","23.7"
"Yotvata 01/1999-06/2025","05-05-2022 15:00","28"
"Yotvata 01/1999-06/2025","05-05-2022 18:00","27.5"
"Yotvata 01/1999-06/2025","05-05-2022 21:00","24.6"
"Yotvata 01/1999-06/2025","06-05-2022 00:00","20"
"Yotvata 01/1999-06/2025","06-05-2022 03:00","17.7"
"Yotvata 01/1999-06/2025","06-05-2022 06:00","15.4"
"Yotvata 01/1999-06/2025","06-05-2022 09:00","19.2"
"Yotvata 01/1999-06/2025","06-05-2022 12:00","23.5"
"Yotvata 01/1999-06/2025","06-05-2022 15:00","26.3"
"Yotvata 01/1999-06/2025","06-05-2022 18:00","27.2"
"Yotvata 01/1999-06/2025","06-05-2022 21:00","23.1"
"Yotvata 01/1999-06/2025","07-05-2022 00:00","18.7"
"Yotvata 01/1999-06/2025","07-05-2022 03:00","15.3"
"Yotvata 01/1999-06/2025","07-05-2022 06:00","12.8"
"Yotvata 01/1999-06/2025","07-05-2022 09:00","20.4"
"Yotvata 01/1999-06/2025","07-05-2022 12:00","24.7"
"Yotvata 01/1999-06/2025","07-05-2022 15:00","27.9"
"Yotvata 01/1999-06/2025","07-05-2022 18:00","28.4"
"Yotvata 01/1999-06/2025","07-05-2022 21:00","24.6"
"Yotvata 01/1999-06/2025","08-05-2022 00:00","21.2"
"Yotvata 01/1999-06/2025","08-05-2022 03:00","17.3"
"Yotvata 01/1999-06/2025","08-05-2022 06:00","14.8"
"Yotvata 01/1999-06/2025","08-05-2022 09:00","21.6"
"Yotvata 01/1999-06/2025","08-05-2022 12:00","27.1"
"Yotvata 01/1999-06/2025","08-05-2022 15:00","30.4"
"Yotvata 01/1999-06/2025","08-05-2022 18:00","30.3"
"Yotvata 01/1999-06/2025","08-05-2022 21:00","25.1"
"Yotvata 01/1999-06/2025","09-05-2022 00:00","21.9"
"Yotvata 01/1999-06/2025","09-05-2022 03:00","19.8"
"Yotvata 01/1999-06/2025","09-05-2022 06:00","17.3"
"Yotvata 01/1999-06/2025","09-05-2022 09:00","23.1"
"Yotvata 01/1999-06/2025","09-05-2022 12:00","30.5"
"Yotvata 01/1999-06/2025","09-05-2022 15:00","35.5"
"Yotvata 01/1999-06/2025","09-05-2022 18:00","33.9"
"Yotvata 01/1999-06/2025","09-05-2022 21:00","32.6"
"Yotvata 01/1999-06/2025","10-05-2022 00:00","27.8"
"Yotvata 01/1999-06/2025","10-05-2022 03:00","21.5"
"Yotvata 01/1999-06/2025","10-05-2022 06:00","20.8"
"Yotvata 01/1999-06/2025","10-05-2022 09:00","24.4"
"Yotvata 01/1999-06/2025","10-05-2022 12:00","27.8"
"Yotvata 01/1999-06/2025","10-05-2022 15:00","32.3"
"Yotvata 01/1999-06/2025","10-05-2022 18:00","31.5"
"Yotvata 01/1999-06/2025","10-05-2022 21:00","27.8"
"Yotvata 01/1999-06/2025","11-05-2022 00:00","21.9"
"Yotvata 01/1999-06/2025","11-05-2022 03:00","18.5"
"Yotvata 01/1999-06/2025","11-05-2022 06:00","17.8"
"Yotvata 01/1999-06/2025","11-05-2022 09:00","24.6"
"Yotvata 01/1999-06/2025","11-05-2022 12:00","30.3"
"Yotvata 01/1999-06/2025","11-05-2022 15:00","31.9"
"Yotvata 01/1999-06/2025","11-05-2022 18:00","31.8"
"Yotvata 01/1999-06/2025","11-05-2022 21:00","25.7"
"Yotvata 01/1999-06/2025","12-05-2022 00:00","23.2"
"Yotvata 01/1999-06/2025","12-05-2022 03:00","21.6"
"Yotvata 01/1999-06/2025","12-05-2022 06:00","18.8"
"Yotvata 01/1999-06/2025","12-05-2022 09:00","23.4"
"Yotvata 01/1999-06/2025","12-05-2022 12:00","28.7"
"Yotvata 01/1999-06/2025","12-05-2022 15:00","31.8"
"Yotvata 01/1999-06/2025","12-05-2022 18:00","31.3"
"Yotvata 01/1999-06/2025","12-05-2022 21:00","27.2"
"Yotvata 01/1999-06/2025","13-05-2022 00:00","24.8"
"Yotvata 01/1999-06/2025","13-05-2022 03:00","22.1"
"Yotvata 01/1999-06/2025","13-05-2022 06:00","20.6"
"Yotvata 01/1999-06/2025","13-05-2022 09:00","23.6"
"Yotvata 01/1999-06/2025","13-05-2022 12:00","30.4"
"Yotvata 01/1999-06/2025","13-05-2022 15:00","33.9"
"Yotvata 01/1999-06/2025","13-05-2022 18:00","34.1"
"Yotvata 01/1999-06/2025","13-05-2022 21:00","29.9"
"Yotvata 01/1999-06/2025","14-05-2022 00:00","27.7"
"Yotvata 01/1999-06/2025","14-05-2022 03:00","25.9"
"Yotvata 01/1999-06/2025","14-05-2022 06:00","25.2"
"Yotvata 01/1999-06/2025","14-05-2022 09:00","30.8"
"Yotvata 01/1999-06/2025","14-05-2022 12:00","39.3"
"Yotvata 01/1999-06/2025","14-05-2022 15:00","41.5"
"Yotvata 01/1999-06/2025","14-05-2022 18:00","38.5"
"Yotvata 01/1999-06/2025","14-05-2022 21:00","33.9"
"Yotvata 01/1999-06/2025","15-05-2022 00:00","28.8"
"Yotvata 01/1999-06/2025","15-05-2022 03:00","24.9"
"Yotvata 01/1999-06/2025","15-05-2022 06:00","25.8"
"Yotvata 01/1999-06/2025","15-05-2022 09:00","27.1"
"Yotvata 01/1999-06/2025","15-05-2022 12:00","29.9"
"Yotvata 01/1999-06/2025","15-05-2022 15:00","33.3"
"Yotvata 01/1999-06/2025","15-05-2022 18:00","32.8"
"Yotvata 01/1999-06/2025","15-05-2022 21:00","27.3"
"Yotvata 01/1999-06/2025","16-05-2022 00:00","22.3"
"Yotvata 01/1999-06/2025","16-05-2022 03:00","19.8"
"Yotvata 01/1999-06/2025","16-05-2022 06:00","17.1"
"Yotvata 01/1999-06/2025","16-05-2022 09:00","22.6"
"Yotvata 01/1999-06/2025","16-05-2022 12:00","28.3"
"Yotvata 01/1999-06/2025","16-05-2022 15:00","31.3"
"Yotvata 01/1999-06/2025","16-05-2022 18:00","30.4"
"Yotvata 01/1999-06/2025","16-05-2022 21:00","28"
"Yotvata 01/1999-06/2025","17-05-2022 00:00","25"
"Yotvata 01/1999-06/2025","17-05-2022 03:00","24"
"Yotvata 01/1999-06/2025","17-05-2022 06:00","23.1"
"Yotvata 01/1999-06/2025","17-05-2022 09:00","24.9"
"Yotvata 01/1999-06/2025","17-05-2022 12:00","29.3"
"Yotvata 01/1999-06/2025","17-05-2022 15:00","33.1"
"Yotvata 01/1999-06/2025","17-05-2022 18:00","32.8"
"Yotvata 01/1999-06/2025","17-05-2022 21:00","29.1"
"Yotvata 01/1999-06/2025","18-05-2022 00:00","23.8"
"Yotvata 01/1999-06/2025","18-05-2022 03:00","21.7"
"Yotvata 01/1999-06/2025","18-05-2022 06:00","18"
"Yotvata 01/1999-06/2025","18-05-2022 09:00","25.2"
"Yotvata 01/1999-06/2025","18-05-2022 12:00","31.2"
"Yotvata 01/1999-06/2025","18-05-2022 15:00","34.5"
"Yotvata 01/1999-06/2025","18-05-2022 18:00","34.1"
"Yotvata 01/1999-06/2025","18-05-2022 21:00","28.4"
"Yotvata 01/1999-06/2025","19-05-2022 00:00","24.3"
"Yotvata 01/1999-06/2025","19-05-2022 03:00","21.2"
"Yotvata 01/1999-06/2025","19-05-2022 06:00","18.4"
"Yotvata 01/1999-06/2025","19-05-2022 09:00","25.8"
"Yotvata 01/1999-06/2025","19-05-2022 12:00","31.6"
"Yotvata 01/1999-06/2025","19-05-2022 15:00","35.2"
"Yotvata 01/1999-06/2025","19-05-2022 18:00","34.8"
"Yotvata 01/1999-06/2025","19-05-2022 21:00","30.6"
"Yotvata 01/1999-06/2025","20-05-2022 00:00","24.8"
"Yotvata 01/1999-06/2025","20-05-2022 03:00","23.5"
"Yotvata 01/1999-06/2025","20-05-2022 06:00","19.7"
"Yotvata 01/1999-06/2025","20-05-2022 09:00","26.6"
"Yotvata 01/1999-06/2025","20-05-2022 12:00","32.8"
"Yotvata 01/1999-06/2025","20-05-2022 15:00","35.9"
"Yotvata 01/1999-06/2025","20-05-2022 18:00","35.2"
"Yotvata 01/1999-06/2025","20-05-2022 21:00","30.1"
"Yotvata 01/1999-06/2025","21-05-2022 00:00","27"
"Yotvata 01/1999-06/2025","21-05-2022 03:00","24.8"
"Yotvata 01/1999-06/2025","21-05-2022 06:00","23.1"
"Yotvata 01/1999-06/2025","21-05-2022 09:00","29.5"
"Yotvata 01/1999-06/2025","21-05-2022 12:00","33.5"
"Yotvata 01/1999-06/2025","21-05-2022 15:00","37.2"
"Yotvata 01/1999-06/2025","21-05-2022 18:00","36.3"
"Yotvata 01/1999-06/2025","21-05-2022 21:00","31.2"
"Yotvata 01/1999-06/2025","22-05-2022 00:00","26.5"
"Yotvata 01/1999-06/2025","22-05-2022 03:00","25.3"
"Yotvata 01/1999-06/2025","22-05-2022 06:00","24"
"Yotvata 01/1999-06/2025","22-05-2022 09:00","25"
"Yotvata 01/1999-06/2025","22-05-2022 12:00","28.7"
"Yotvata 01/1999-06/2025","22-05-2022 15:00","30.4"
"Yotvata 01/1999-06/2025","22-05-2022 18:00","31.2"
"Yotvata 01/1999-06/2025","22-05-2022 21:00","28"
"Yotvata 01/1999-06/2025","23-05-2022 00:00","23.2"
"Yotvata 01/1999-06/2025","23-05-2022 03:00","18.6"
"Yotvata 01/1999-06/2025","23-05-2022 06:00","17.4"
"Yotvata 01/1999-06/2025","23-05-2022 09:00","24.9"
"Yotvata 01/1999-06/2025","23-05-2022 12:00","29.9"
"Yotvata 01/1999-06/2025","23-05-2022 15:00","32.7"
"Yotvata 01/1999-06/2025","23-05-2022 18:00","32.4"
"Yotvata 01/1999-06/2025","23-05-2022 21:00","27.8"
"Yotvata 01/1999-06/2025","24-05-2022 00:00","23.3"
"Yotvata 01/1999-06/2025","24-05-2022 03:00","20.6"
"Yotvata 01/1999-06/2025","24-05-2022 06:00","18.7"
"Yotvata 01/1999-06/2025","24-05-2022 09:00","26.3"
"Yotvata 01/1999-06/2025","24-05-2022 12:00","31.2"
"Yotvata 01/1999-06/2025","24-05-2022 15:00","34.7"
"Yotvata 01/1999-06/2025","24-05-2022 18:00","34.5"
"Yotvata 01/1999-06/2025","24-05-2022 21:00","30.5"
"Yotvata 01/1999-06/2025","25-05-2022 00:00","27"
"Yotvata 01/1999-06/2025","25-05-2022 03:00","22.6"
"Yotvata 01/1999-06/2025","25-05-2022 06:00","22.5"
"Yotvata 01/1999-06/2025","25-05-2022 09:00","27.2"
"Yotvata 01/1999-06/2025","25-05-2022 12:00","32.7"
"Yotvata 01/1999-06/2025","25-05-2022 15:00","35.4"
"Yotvata 01/1999-06/2025","25-05-2022 18:00","35.3"
"Yotvata 01/1999-06/2025","25-05-2022 21:00","31.5"
"Yotvata 01/1999-06/2025","26-05-2022 00:00","26.1"
"Yotvata 01/1999-06/2025","26-05-2022 03:00","22.4"
"Yotvata 01/1999-06/2025","26-05-2022 06:00","22"
"Yotvata 01/1999-06/2025","26-05-2022 09:00","27.1"
"Yotvata 01/1999-06/2025","26-05-2022 12:00","32.3"
"Yotvata 01/1999-06/2025","26-05-2022 15:00","36"
"Yotvata 01/1999-06/2025","26-05-2022 18:00","36.5"
"Yotvata 01/1999-06/2025","26-05-2022 21:00","31.7"
"Yotvata 01/1999-06/2025","27-05-2022 00:00","28.6"
"Yotvata 01/1999-06/2025","27-05-2022 03:00","25.7"
"Yotvata 01/1999-06/2025","27-05-2022 06:00","24.1"
"Yotvata 01/1999-06/2025","27-05-2022 09:00","27.9"
"Yotvata 01/1999-06/2025","27-05-2022 12:00","33.1"
"Yotvata 01/1999-06/2025","27-05-2022 15:00","36.3"
"Yotvata 01/1999-06/2025","27-05-2022 18:00","37.7"
"Yotvata 01/1999-06/2025","27-05-2022 21:00","32.4"
"Yotvata 01/1999-06/2025","28-05-2022 00:00","28.1"
"Yotvata 01/1999-06/2025","28-05-2022 03:00","26.1"
"Yotvata 01/1999-06/2025","28-05-2022 06:00","24.1"
"Yotvata 01/1999-06/2025","28-05-2022 09:00","27.6"
"Yotvata 01/1999-06/2025","28-05-2022 12:00","33"
"Yotvata 01/1999-06/2025","28-05-2022 15:00","36.5"
"Yotvata 01/1999-06/2025","28-05-2022 18:00","37.3"
"Yotvata 01/1999-06/2025","28-05-2022 21:00","32.3"
"Yotvata 01/1999-06/2025","29-05-2022 00:00","27.1"
"Yotvata 01/1999-06/2025","29-05-2022 03:00","25.5"
"Yotvata 01/1999-06/2025","29-05-2022 06:00","22.9"
"Yotvata 01/1999-06/2025","29-05-2022 09:00","29.1"
"Yotvata 01/1999-06/2025","29-05-2022 12:00","33.5"
"Yotvata 01/1999-06/2025","29-05-2022 15:00","37.4"
"Yotvata 01/1999-06/2025","29-05-2022 18:00","37.7"
"Yotvata 01/1999-06/2025","29-05-2022 21:00","33.1"
"Yotvata 01/1999-06/2025","30-05-2022 00:00","28.9"
"Yotvata 01/1999-06/2025","30-05-2022 03:00","26.2"
"Yotvata 01/1999-06/2025","30-05-2022 06:00","24.9"
"Yotvata 01/1999-06/2025","30-05-2022 09:00","29.9"
"Yotvata 01/1999-06/2025","30-05-2022 12:00","34.6"
"Yotvata 01/1999-06/2025","30-05-2022 15:00","39"
"Yotvata 01/1999-06/2025","30-05-2022 18:00","38.8"
"Yotvata 01/1999-06/2025","30-05-2022 21:00","34"
"Yotvata 01/1999-06/2025","31-05-2022 00:00","29.6"
"Yotvata 01/1999-06/2025","31-05-2022 03:00","26.3"
"Yotvata 01/1999-06/2025","31-05-2022 06:00","23.9"
"Yotvata 01/1999-06/2025","31-05-2022 09:00","29.1"
"Yotvata 01/1999-06/2025","31-05-2022 12:00","34.4"
"Yotvata 01/1999-06/2025","31-05-2022 15:00","38.3"
"Yotvata 01/1999-06/2025","31-05-2022 18:00","38.6"
"Yotvata 01/1999-06/2025","31-05-2022 21:00","32.9"
"Yotvata 01/1999-06/2025","01-06-2022 00:00","27.9"
"Yotvata 01/1999-06/2025","01-06-2022 03:00","24.7"
"Yotvata 01/1999-06/2025","01-06-2022 06:00","22.6"
"Yotvata 01/1999-06/2025","01-06-2022 09:00","26.1"
"Yotvata 01/1999-06/2025","01-06-2022 12:00","31"
"Yotvata 01/1999-06/2025","01-06-2022 15:00","35.4"
"Yotvata 01/1999-06/2025","01-06-2022 18:00","36"
"Yotvata 01/1999-06/2025","01-06-2022 21:00","31.1"
"Yotvata 01/1999-06/2025","02-06-2022 00:00","26.7"
"Yotvata 01/1999-06/2025","02-06-2022 03:00","24.3"
"Yotvata 01/1999-06/2025","02-06-2022 06:00","22"
"Yotvata 01/1999-06/2025","02-06-2022 09:00","27.8"
"Yotvata 01/1999-06/2025","02-06-2022 12:00","31.9"
"Yotvata 01/1999-06/2025","02-06-2022 15:00","36"
"Yotvata 01/1999-06/2025","02-06-2022 18:00","37.5"
"Yotvata 01/1999-06/2025","02-06-2022 21:00","32.2"
"Yotvata 01/1999-06/2025","03-06-2022 00:00","28.4"
"Yotvata 01/1999-06/2025","03-06-2022 03:00","24.7"
"Yotvata 01/1999-06/2025","03-06-2022 06:00","23.4"
"Yotvata 01/1999-06/2025","03-06-2022 09:00","28.7"
"Yotvata 01/1999-06/2025","03-06-2022 12:00","34"
"Yotvata 01/1999-06/2025","03-06-2022 15:00","37.6"
"Yotvata 01/1999-06/2025","03-06-2022 18:00","38.6"
"Yotvata 01/1999-06/2025","03-06-2022 21:00","34.1"
"Yotvata 01/1999-06/2025","04-06-2022 00:00","28"
"Yotvata 01/1999-06/2025","04-06-2022 03:00","23.7"
"Yotvata 01/1999-06/2025","04-06-2022 06:00","22.6"
"Yotvata 01/1999-06/2025","04-06-2022 09:00","28.9"
"Yotvata 01/1999-06/2025","04-06-2022 12:00","34.3"
"Yotvata 01/1999-06/2025","04-06-2022 15:00","38.1"
"Yotvata 01/1999-06/2025","04-06-2022 18:00","38.2"
"Yotvata 01/1999-06/2025","04-06-2022 21:00","33.7"
"Yotvata 01/1999-06/2025","05-06-2022 00:00","29.9"
"Yotvata 01/1999-06/2025","05-06-2022 03:00","26.1"
"Yotvata 01/1999-06/2025","05-06-2022 06:00","25.2"
"Yotvata 01/1999-06/2025","05-06-2022 09:00","30.1"
"Yotvata 01/1999-06/2025","05-06-2022 12:00","34.9"
"Yotvata 01/1999-06/2025","05-06-2022 15:00","38.6"
"Yotvata 01/1999-06/2025","05-06-2022 18:00","38.4"
"Yotvata 01/1999-06/2025","05-06-2022 21:00","34.1"
"Yotvata 01/1999-06/2025","06-06-2022 00:00","30.2"
"Yotvata 01/1999-06/2025","06-06-2022 03:00","27.7"
"Yotvata 01/1999-06/2025","06-06-2022 06:00","25.8"
"Yotvata 01/1999-06/2025","06-06-2022 09:00","29.2"
"Yotvata 01/1999-06/2025","06-06-2022 12:00","33.9"
"Yotvata 01/1999-06/2025","06-06-2022 15:00","36.7"
"Yotvata 01/1999-06/2025","06-06-2022 18:00","38"
"Yotvata 01/1999-06/2025","06-06-2022 21:00","32.4"
"Yotvata 01/1999-06/2025","07-06-2022 00:00","29.4"
"Yotvata 01/1999-06/2025","07-06-2022 03:00","25.5"
"Yotvata 01/1999-06/2025","07-06-2022 06:00","23.1"
"Yotvata 01/1999-06/2025","07-06-2022 09:00","28.2"
"Yotvata 01/1999-06/2025","07-06-2022 12:00","33.3"
"Yotvata 01/1999-06/2025","07-06-2022 15:00","36.6"
"Yotvata 01/1999-06/2025","07-06-2022 18:00","37.1"
"Yotvata 01/1999-06/2025","07-06-2022 21:00","33.1"
"Yotvata 01/1999-06/2025","08-06-2022 00:00","29.7"
"Yotvata 01/1999-06/2025","08-06-2022 03:00","25.9"
"Yotvata 01/1999-06/2025","08-06-2022 06:00","23.4"
"Yotvata 01/1999-06/2025","08-06-2022 09:00","30.5"
"Yotvata 01/1999-06/2025","08-06-2022 12:00","34.4"
"Yotvata 01/1999-06/2025","08-06-2022 15:00","37.5"
"Yotvata 01/1999-06/2025","08-06-2022 18:00","37.9"
"Yotvata 01/1999-06/2025","08-06-2022 21:00","33.3"
"Yotvata 01/1999-06/2025","09-06-2022 00:00","29.3"
"Yotvata 01/1999-06/2025","09-06-2022 03:00","25.7"
"Yotvata 01/1999-06/2025","09-06-2022 06:00","24.1"
"Yotvata 01/1999-06/2025","09-06-2022 09:00","30.2"
"Yotvata 01/1999-06/2025","09-06-2022 12:00","36.7"
"Yotvata 01/1999-06/2025","09-06-2022 15:00","39.8"
"Yotvata 01/1999-06/2025","09-06-2022 18:00","39.7"
"Yotvata 01/1999-06/2025","09-06-2022 21:00","34.4"
"Yotvata 01/1999-06/2025","10-06-2022 00:00","29.9"
"Yotvata 01/1999-06/2025","10-06-2022 03:00","27.4"
"Yotvata 01/1999-06/2025","10-06-2022 06:00","24.8"
"Yotvata 01/1999-06/2025","10-06-2022 09:00","32.4"
"Yotvata 01/1999-06/2025","10-06-2022 12:00","37.8"
"Yotvata 01/1999-06/2025","10-06-2022 15:00","41"
"Yotvata 01/1999-06/2025","10-06-2022 18:00","40.8"
"Yotvata 01/1999-06/2025","10-06-2022 21:00","35.9"
"Yotvata 01/1999-06/2025","11-06-2022 00:00","32"
"Yotvata 01/1999-06/2025","11-06-2022 03:00","27.2"
"Yotvata 01/1999-06/2025","11-06-2022 06:00","23.9"
"Yotvata 01/1999-06/2025","11-06-2022 09:00","30.3"
"Yotvata 01/1999-06/2025","11-06-2022 12:00","36.7"
"Yotvata 01/1999-06/2025","11-06-2022 15:00","41.2"
"Yotvata 01/1999-06/2025","11-06-2022 18:00","41.5"
"Yotvata 01/1999-06/2025","11-06-2022 21:00","34"
"Yotvata 01/1999-06/2025","12-06-2022 00:00","31.6"
"Yotvata 01/1999-06/2025","12-06-2022 03:00","29.5"
"Yotvata 01/1999-06/2025","12-06-2022 06:00","26.1"
"Yotvata 01/1999-06/2025","12-06-2022 09:00","34"
"Yotvata 01/1999-06/2025","12-06-2022 12:00","38.6"
"Yotvata 01/1999-06/2025","12-06-2022 15:00","40"
"Yotvata 01/1999-06/2025","12-06-2022 18:00","38.9"
"Yotvata 01/1999-06/2025","12-06-2022 21:00","31.2"
"Yotvata 01/1999-06/2025","13-06-2022 00:00","27.9"
"Yotvata 01/1999-06/2025","13-06-2022 03:00","25.5"
"Yotvata 01/1999-06/2025","13-06-2022 06:00","24.5"
"Yotvata 01/1999-06/2025","13-06-2022 09:00","27.7"
"Yotvata 01/1999-06/2025","13-06-2022 12:00","31.6"
"Yotvata 01/1999-06/2025","13-06-2022 15:00","34.9"
"Yotvata 01/1999-06/2025","13-06-2022 18:00","35.5"
"Yotvata 01/1999-06/2025","13-06-2022 21:00","31.1"
"Yotvata 01/1999-06/2025","14-06-2022 00:00","27.6"
"Yotvata 01/1999-06/2025","14-06-2022 03:00","24.9"
"Yotvata 01/1999-06/2025","14-06-2022 06:00","23.2"
"Yotvata 01/1999-06/2025","14-06-2022 09:00","28.7"
"Yotvata 01/1999-06/2025","14-06-2022 12:00","33"
"Yotvata 01/1999-06/2025","14-06-2022 15:00","35.4"
"Yotvata 01/1999-06/2025","14-06-2022 18:00","37"
"Yotvata 01/1999-06/2025","14-06-2022 21:00","32.1"
"Yotvata 01/1999-06/2025","15-06-2022 00:00","28.4"
"Yotvata 01/1999-06/2025","15-06-2022 03:00","25.5"
"Yotvata 01/1999-06/2025","15-06-2022 06:00","24.1"
"Yotvata 01/1999-06/2025","15-06-2022 09:00","28"
"Yotvata 01/1999-06/2025","15-06-2022 12:00","33"
"Yotvata 01/1999-06/2025","15-06-2022 15:00","35.8"
"Yotvata 01/1999-06/2025","15-06-2022 18:00","36.1"
"Yotvata 01/1999-06/2025","15-06-2022 21:00","32.4"
"Yotvata 01/1999-06/2025","16-06-2022 00:00","28.3"
"Yotvata 01/1999-06/2025","16-06-2022 03:00","26.1"
"Yotvata 01/1999-06/2025","16-06-2022 06:00","23.7"
"Yotvata 01/1999-06/2025","16-06-2022 09:00","27.2"
"Yotvata 01/1999-06/2025","16-06-2022 12:00","31.9"
"Yotvata 01/1999-06/2025","16-06-2022 15:00","36.2"
"Yotvata 01/1999-06/2025","16-06-2022 18:00","37.8"
"Yotvata 01/1999-06/2025","16-06-2022 21:00","33.4"
"Yotvata 01/1999-06/2025","17-06-2022 00:00","29.4"
"Yotvata 01/1999-06/2025","17-06-2022 03:00","26.9"
"Yotvata 01/1999-06/2025","17-06-2022 06:00","25.4"
"Yotvata 01/1999-06/2025","17-06-2022 09:00","28.2"
"Yotvata 01/1999-06/2025","17-06-2022 12:00","32.3"
"Yotvata 01/1999-06/2025","17-06-2022 15:00","36.4"
"Yotvata 01/1999-06/2025","17-06-2022 18:00","37.6"
"Yotvata 01/1999-06/2025","17-06-2022 21:00","33.4"
"Yotvata 01/1999-06/2025","18-06-2022 00:00","28.6"
"Yotvata 01/1999-06/2025","18-06-2022 03:00","26.2"
"Yotvata 01/1999-06/2025","18-06-2022 06:00","24.5"
"Yotvata 01/1999-06/2025","18-06-2022 09:00","27.8"
"Yotvata 01/1999-06/2025","18-06-2022 12:00","32.3"
"Yotvata 01/1999-06/2025","18-06-2022 15:00","37.2"
"Yotvata 01/1999-06/2025","18-06-2022 18:00","37.7"
"Yotvata 01/1999-06/2025","18-06-2022 21:00","33.3"
"Yotvata 01/1999-06/2025","19-06-2022 00:00","28.6"
"Yotvata 01/1999-06/2025","19-06-2022 03:00","26"
"Yotvata 01/1999-06/2025","19-06-2022 06:00","23.9"
"Yotvata 01/1999-06/2025","19-06-2022 09:00","27.9"
"Yotvata 01/1999-06/2025","19-06-2022 12:00","32.8"
"Yotvata 01/1999-06/2025","19-06-2022 15:00","36.8"
"Yotvata 01/1999-06/2025","19-06-2022 18:00","37.2"
